Index	Action Index	Error	Time	Library ID	Well Position	Script Class	Script Function	Active Script	Action	Comment	Parameter Name	Parameter Value	Message	
1	1	False	04/18/2025 13:33:40.629			AS Client	AS Client	ASMain	Comment	AS Client Version: 10.0.3				
2	1	False	04/18/2025 13:33:40.629			AS Client	AS Client	ASMain	Comment	AS Client Version: 10.0.3	Input : Comment	AS Client Version: 10.0.3		
3	1	False	04/18/2025 13:33:40.637			AS Client	AS Client	ASMain	Comment	AS Client Version: 10.0.3				
4	2	False	04/18/2025 13:33:40.638			AS Client	AS Client	ASMain	Comment	Not running UL default script				
5	2	False	04/18/2025 13:33:40.638			AS Client	AS Client	ASMain	Comment	Not running UL default script	Input : Comment	Not running UL default script		
6	2	False	04/18/2025 13:33:40.638			AS Client	AS Client	ASMain	Comment	Not running UL default script				
7	1	False	04/18/2025 13:33:40.768				__init__	ASMain	GetDataResourcesList					
8	1	False	04/18/2025 13:33:40.800				__init__	ASMain	GetDataResourcesList					
9	2	False	04/18/2025 13:33:40.816			ASMain	__init__	ASMain	Comment	Data Resource Names: ['Can Device Map', 'Reactor Monitor', 'PDT Rack Manager', 'Waste Bin', 'Heated Filter Plate 1', 'Fixed Tip Manager', 'Balance Camera', '7mm Seals']				
10	2	False	04/18/2025 13:33:40.816			ASMain	__init__	ASMain	Comment	Data Resource Names: ['Can Device Map', 'Reactor Monitor', 'PDT Rack Manager', 'Waste Bin', 'Heated Filter Plate 1', 'Fixed Tip Manager', 'Balance Camera', '7mm Seals']	Input : Comment	Data Resource Names: ['Can Device Map', 'Reactor Monitor', 'PDT Rack Manager', 'Waste Bin', 'Heated Filter Plate 1', 'Fixed Tip Manager', 'Balance Camera', '7mm Seals']		
11	2	False	04/18/2025 13:33:40.816			ASMain	__init__	ASMain	Comment	Data Resource Names: ['Can Device Map', 'Reactor Monitor', 'PDT Rack Manager', 'Waste Bin', 'Heated Filter Plate 1', 'Fixed Tip Manager', 'Balance Camera', '7mm Seals']				
12	3	False	04/18/2025 13:33:40.819			ASMain	__init__	ASMain	Comment	Data Resource Class Names: ['EpochInstrumentation.InstrumentationResource', 'EpochReactorMonitorServer.ReactorMonitorSystemResource', 'Symyx.AutomationStudio.DataResources.TipRackManager', 'EpochTipRackServer.EpochTipRackResource', 'EpochTipRackServer.EpochTipRackResource', 'Symyx.AutomationStudio.DataResources.TipRackManager', 'Symyx.AutomationStudio.Resources.GeviCam.GeviCamResource', 'EpochTipRackServer.EpochTipRackResource']				
13	3	False	04/18/2025 13:33:40.819			ASMain	__init__	ASMain	Comment	Data Resource Class Names: ['EpochInstrumentation.InstrumentationResource', 'EpochReactorMonitorServer.ReactorMonitorSystemResource', 'Symyx.AutomationStudio.DataResources.TipRackManager', 'EpochTipRackServer.EpochTipRackResource', 'EpochTipRackServer.EpochTipRackResource', 'Symyx.AutomationStudio.DataResources.TipRackManager', 'Symyx.AutomationStudio.Resources.GeviCam.GeviCamResource', 'EpochTipRackServer.EpochTipRackResource']	Input : Comment	Data Resource Class Names: ['EpochInstrumentation.InstrumentationResource', 'EpochReactorMonitorServer.ReactorMonitorSystemResource', 'Symyx.AutomationStudio.DataResources.TipRackManager', 'EpochTipRackServer.EpochTipRackResource', 'EpochTipRackServer.EpochTipRackResource', 'Symyx.AutomationStudio.DataResources.TipRackManager', 'Symyx.AutomationStudio.Resources.GeviCam.GeviCamResource', 'EpochTipRackServer.EpochTipRackResource']		
14	3	False	04/18/2025 13:33:40.819			ASMain	__init__	ASMain	Comment	Data Resource Class Names: ['EpochInstrumentation.InstrumentationResource', 'EpochReactorMonitorServer.ReactorMonitorSystemResource', 'Symyx.AutomationStudio.DataResources.TipRackManager', 'EpochTipRackServer.EpochTipRackResource', 'EpochTipRackServer.EpochTipRackResource', 'Symyx.AutomationStudio.DataResources.TipRackManager', 'Symyx.AutomationStudio.Resources.GeviCam.GeviCamResource', 'EpochTipRackServer.EpochTipRackResource']				
15	4	False	04/18/2025 13:33:40.848			ASMain	__init__	ASMain	Set Value					
16	4	False	04/18/2025 13:33:40.848			ASMain	__init__	ASMain	Set Value		Input : Available Resources			
17	4	False	04/18/2025 13:33:40.848			ASMain	__init__	ASMain	Set Value		Input : Index	1		
18	4	False	04/18/2025 13:33:40.848			ASMain	__init__	ASMain	Set Value		Input : Item	local\User Items\ASMain Instances		
19	4	False	04/18/2025 13:33:40.848			ASMain	__init__	ASMain	Set Value		Input : Channel	1		
20	4	False	04/18/2025 13:33:40.848			ASMain	__init__	ASMain	Set Value		Input : Units	undefined		
21	4	False	04/18/2025 13:33:40.848			ASMain	__init__	ASMain	Set Value		Input : Value	1		
22	4	False	04/18/2025 13:33:40.876			ASMain	__init__	ASMain	Set Value					
23	5	False	04/18/2025 13:33:41.095			ASMain	__init__	ASMain	Comment	System Options List: ['CoreModule', 'VialPlateGripper', 'HeatCoolStirStation', 'HeatedFilterBlock', 'HeatStirStation', 'CappingStation', 'Balance', 'ViscousLiquidDispenser', 'SolidDispenser', 'FourTipLiquidDispenser', 'SingleTipLiquidDispenser']				
